Label,NumLabel,Text,FileName
Design Document,0,design operation and maintenance manual for messagelogger messageservice general work flow of a message the effect of a user issuing a loginfo for example is that an error object is formed and sent to the errorlog which has been configured to filter these in some way and to dispatch the messages to one or more destinations this section will outline the steps involved the user code may be running in opne or more threads each of which might issue messages we will call these the client side in any event a single entity the messageloggerscribe picks up on these messages and forwards them to the looger one at a time this prevents interlacing of message information from different threads we call the thread running messageloggerscribe see how the message service starts up the server side all user programatic interaction is on the client side but the configuration driven by the cfg file is dealt with on the server side the path looks like this each step is detailed below client side messagedrop loginfo messagesender owning errorobj run event operator errorobj operator end of the loginfo line loginfo messagesender messageloggerq log errorobj messageloggerscribe run consume opcode operand log errorobj errorlog errorobj eloutput delete errorobj server side loginfo is a functor a class that has an operator so that it can look like a function it has one data member an to a messagesender which is named ap when you say loginfo mycategory x the constructor of loginfo constructs a new messagesender specifying that this is at severity level elinfo and that the category is mycategory when the x is encountered that merely sends x to the messagesender in the line loginfo mycategory x one has created a temporary instance of loginfo this gets destructed upon completion of the statement the whole working of loginfo is in that destruction since loginfo has an to the message sender when loginfo goes away the goes away and this causes a delete of the messagesender the destructor of messagesender is where all the action at the client side happens the messagesender instance owns an errorobj on the heap this can be viewed as a receptacle for the severity and category information and a collection of items sent in by operator the ctor of messagesender makes a new errorobj and messagesender never deletes that errorobj instead the destructor of messagesender which we will remember is invoked as soon as the loginfo mycategory x statement has been executed interacts with the servier side placing in motion events that will lead to the pointer to this errorobj to be used and ultimately deleted by code on the server side the errorobj is on the heap so this pointer remains meaningful in the server side it will be used in the interaction of messagesender with the server side consists of two steps first it uses the messagedrop instance to supply the module and run event context there is a separate discussion below about the messagedrop the module and context go into the errorobj second it invokes the static log method of messageloggerq supplying the pointer to the errorobj now we leave the client side and go to the server side which picks up the entry in the course of a consume opcode operand call on the messageloggerq the run method of messageloggerscribe has an eternal do which continually tries to consume from this queue consume sleeps on the queue being empty the method log is passed the pointer to the errorobj log gets a reference to the elcontextsupplier from the administrator and sets the context to that context remembered in the errorobj this is necessary since the run event of the message issuer is known to the client thread having been provided by the before module and before event callbacks of the message service running in the client thread so this information had needed to cross the client server boundary log then parses the categories string and if there are multiple categories invokes the errorlog for this object for each category in the string errorlog is in the errorlogger code we are not documenting this code here the effect is to shop the errorobj to every destination in each case the code for that destination normally eloutput will apply the limits and thresholds format the message add header information and output the message finally the completion of the do in messageloggerscribe run deletes the errorobj completing the promise made when it was passed responsibility for this heap resident object the messagedrop the purpose of the message drop is to convey framework information to the point of invocation where a message is issued the functions issuing messages may not naturally have access to the moduledescription or the eventid which contains the run and event numbers or the list prepared by configuration in messageloggerscrivbe of debug enabled modules the process of preparing a message requires this information in discussing how the messagedrop works we will pay attention to the facts that the messageloggerscript will be running in a distinct thread from the code issuing the message and that there may be several threads processing events each issuing messages independantly messagedrop is a thread specific singleton the following files interact with messagedrop in the messagelogger package messagedrop h messagedrop cc messagelogger h messagesender cc in the messageservice package messagelogger cc messagedrop h defines a singleton pattern the private default ctor initializes the public data modulename is runevent is pre events debugenabled is true there is a public instance method messagedrop cc refines that to be a thread specific singleton pattern this is accomplished by replacing the static bare pointer to messagedrop which would have been present in an ordinary singleton with a boost messagedrop the latter is a object that may contain several pointers but only one is accessible in this thread the instance method calls drops get to obtain that pointer just as for a usual singleton if the pointer is null it sets the pointer to a new messagedrop thus instance will always return a pointer to the unique messagedrop for this thread note that the server side has no way to influence or access the messagedrop for a specific thread thus any information present in the drop and needed by the server needs to be added into the errorobject that will cross the client server boundary messagelogger h uses the messagedrop in the logdebug macro to learn the value of debugenabled if debugenabled is set to false then the effect of logdebug is to immediately return messagesender cc gets the instance of messagedrop to find out the modulename and the runevent it then places these into the errorobject it is forming to pass over to the server this is how the correct event number for example finds its way accurately into that other thread even if yet other threads are also issuing messages messagelogger cc is responsible for filling the data fields of the messagedrop with needed information messagelogger cc is in the messageservice to avoid introducing a dependency on moduledescription into messagelogger but it is not part of the messageloggerscribe thread it is part of the same thread as the issuing message thus when it sets up information that info is available for stuffing into the errorobj or use in deciding whether to react to a logdebug the information provided is in postbeginjob it says that we are beforeevents and in no module in preeventprocessing it fills in the run and event in posteventprocessing it notes that we are between events in premodule it fills in the module name and sets value of debugenabled to determine the value to set for debugenabled two bools and a vector of module names come into play these are all universal that is not thread specific and are established when the messagelogger object in messageservice is constructed by getting the vstring debugmodules is a global scope variable instantiated as false in messagelogger cc in the ctor of messagelogger this is set to true if debugmodules is non empty is a global scope variable instantiated as false in messagelogger cc in the ctor of messagelogger this is set to true if nay one of debugmodules is contains the specified debugmodules if debugenabled is set to false then the effect of logdebug used during that module is to immediately return a subtlety arose concerning the messagedrop in circumstances where the framework s event processing structure were not in play in particular if premodule were never called then debugenabled would remain whatever value it had on construction of the messagedrop originally the value was left uninitialized now it is initialized to true also in the ctor for messagelogger in messagelogger cc if debugmodules is empty we change debugenabled messagedrop s debugenabled to false class statics in messagedrop in february chris jones found that calls to messagedrop instance were profiling as a major hot spot in the particular context of logdebug in response debugenabled infoenabled warningenabled were made into statics rather than instance variables and used directly as in messagedrop debugenabled this has the distinctly undesirable effect of randomizing the enabling in the case where multiple threads are running different modules concurrently however as pointed out cms is not running in that mode because studies made showed there was nothing to be gained in fact cms is running almost exclusively in the single thread mode of the message logger in the first place currently the code still incurs the cost of the thread specific singleton get which was the part of instance causing the hot spot in the context of logdebug calls in several places loginfo logverbatim logwarning and logprint are still using messagedrop instance once per constructor that is once per message establishmodule and unestablishmodule are still using messagedrop instance once per module entry and once per exit this issue should be revisited to decide whether to remove those uses of instance and perhaps change the nature of messagedrop or leave them alone configuring destinations the member of messageloggerscribe is invoked when the configure opcode is received for each destination in the end each destination has its own tables of what to do about each category and severity but we get various overall defaults fromm the cfg file as well the limit instructions at the messagelogger level takes on forms in order of priority of application these are a limit for a specific category a limit for a severity to be used for messages who have no established limit for their specific categries a default limit to be used for messages not falling under or if no information is available at all then there is no limit and all messages of that type will be reported thresholds are simpler having just an overall default and possible destination specific thresholds a threshold says if a message is below this severity level don t even bother considering reporting it overall thresholds could in principle even be used at the client level to obviate message preparation in cases where nobody will be reporting the message we will not discuss establishing thresholds any further in theis section it is straightforward in comparison to establishing limits the setup for limits and intervals and timespans is influenced by the following cfg information all of which is optional for brevity i omit the ubiquitous untracked directives a a messageservice level pset named default containing an overall default limit limit one or more severity level limits pset info limit limits for specific catecories pset fwkjob limit b items inside the pset specific to that destination a pset named default containint an overall default limit pset mydest pset default limit one or more severity level limits pset info limit limits for specific categories pset fwkjob limit the algorithm needed to establish the priorities see establishment and checking of limits below would then be a if a is present then from that extract a with the default if limit does not appear being if a is absent then the will be used as and will inevitably be b if is present then from that extract a value with the default for that being at this point if a value has been set we can issue setlimit now we walk through the list of known categories c if is present then from that extract a if either the pset is not present or is present but does not contain limit it might contain only interval for example then this will be d if is present then from that extract a limit using as the default value the if the value remains then replace it with which may itself be in which case there really was no appllicable limit specified situation above note that it does not work to simply rely on which if is absent would have defaulted to the because of the following scenario pset messageservice pset default pset limit pset mydest pset default interval pset interval the intent would be to have a limit of on the naive use of default psets would have this category assigned no limit and it does not work to just from that extract a limit using as the default value the the case that exposes the flaw is if there is an overall default limit and in this destination an interval but not a limit is esablished for this specific category here in response to the verall default limit a setlimit will have been issued using the correct limit but sice the specific category is on the list of known categories in the errorlogger due to the interval being set th elookup will not get to the limit thus we must explicitly work with the overall default limit e unless the limt thus extracted is we issue setlimit category limit and finally we walk though all the severities f if is present for that severity level extract with the default being g if is present then from that or from if is absent or from if neither is present the code is simple for that extract limit with default of at this point if a value has been set we can issue setlimit severity limit what happends if the act of logging a message on the server side throws an exception this logic is implemented in messageloggerscribe cc if the exception is a cms exception then for the first times output is sent to cerr containing the explanation e what after five such exceptions or for any exception not inherited from cms exception the system is placed into after which no further message processing will occur errorlogger workings although for the most part the errorlogger is not a product of cms related work it is instead taken to be a given starting point for the underpinning of messagelogger some tailoring was done in response to cms requested features the workings directly impacted by this tailoring are appropriate to dilscuss in this document establishment and checking of limits limits and here we also include intervals in the sense of skipping every n occurences of some type of message are established in code involving eladminstrator cc just forwarding to eldestinations cc eldestination cc and at the messagelogger level the establishing calls are initiated by commands from the method in messageloggerscribe cc there is a wide variety of logical ways the limit and interval can be determined although in the errorlogger the concept of limits and thresholds is tied to individual distributions the messagelogger wrapping allows a configuratoin file to specify overall defaults in each case values specific to a destination take precedence over overall defaults in order of precedence the rules are if for a particular destination the category has had a specific limit interval set then that limit interval is used if an overall default limit interval has been established for this specific category then unless holds the limit interval for this category is taken to be that default value if for a particular destination the severity of the message has had a specific limit interval set then that limit interval is used note that for categories explicitly mentioned in the default this case is not applied since case would take precedence if an overall default limit interval has been established for this severity level then unless or holds that limit interval is used if for a particular destination a wildcard catgory has been assigned a limit interval and neither the the category nor the severity of this message has had a limit interval set then the limit interval used will be that wildcard value if thru do not hold for a particular destination but a wildcard catgory has been assigned a limit interval in the overall default then this is used as the wildcard limit interval for that destination if none of the above conditions hold then the super default is no limit and an inteval that causes no skipping internally a value of indicates an infinte limit and also can indicate an interval that was never given a value one tricky point in setting up these rules it is easily possible for a category pset to appear inside a destination pset and for that category pset to have an interval entry but not a limit entry or vice versa in that case with regards to limit the behavior should be as if that category did not appear in this destination one trap to avoid would be to do int limit getaparameter int limit althouth this seems the obvious thing to do if limit is not present in the category pset in this destination it will violate priority above by choosing the default limit established for the destination over the specific limit for that category established overall see above in configuring destinations for the work needed in messageloggerscribe to decide how to establish these limits the logic implementing these rules appears in elmap h and cc in the messagelogger module and ellimittable h and cc in messageservice the rules for deciding given the limit interval timespan and then number of messages in this category already issued whether to react to a message are discussed below ellimittable is responsible for holding three types of information established default type severity and wildcard limits applicable to a specific destination limits applicable to specific categories for this destination and counts of how many times a category has been sent to this destination and how many have been skipped since the last reaction each destination owns its own ellimitstable l named limits the third type of information is kept in a map of extended id that is severity and category combination versus countandlimit the latter is a class defined in elmap h holding the information that changes with each new message the elstatistics destination also makes use of this class subtleties about methods such as wipe and zero apply to statistics and we won t worry about them for now this third type of information is kept in a member of ellimitstable named counts and this is the key information the static information of the first two types is established by calls to eldestcontrol methods for example setlimit at first glance it would appear that the information in ellimitstable s data members limits is a partial replicate of the limit and timespan and interval information in the counts data member this is not the case however while counts is indexed by the full extended id limits is accessed by just the id the category without regard to the severity level if different default limits for different severities have been set then for categories not explicitly controlled these values will be distinct unfortunately the data member limits which is an has the same name as the limits data member of eldestination which is an ellimitstable there is ample potential for confusion in that here we will try to enhance clarity by using the simple name limits to always refer to the data member of ellimitstable when we need to talk about the data member of eldestination we will always call it eldestination limits the information in limits and the static information in counts is established gradually one further complication is that both are limited in size to some large tablelimit this is unimportant for cms the wat this happens is that the destination derived classes for example eloutput call for each message the add method of their ellimitstable in a line reading if limits add msg xid return false this add method has three purposes it returns a bool telling whether or not to react to this particular message it adds this message xid and id to the appropriate tables and it updates the dynamic information in counts the sequence is as follows see if the xid is in counts if so the apppropriate static limit interval and timespan will be in the mapped countandlimit struct and there will be no need to recompute them if this xid is not yet in counts see if the category is in limits if so the appropriate counts struct can be formed by using the precedence rules above to combine the limit and interval found in limits along with the severitylimits and severityintervals arrays found in the ellimitstable along the way the limits map for this category is filled in that won t change even if a diffeerent severity i the same category is encountered and now the xid is in counts unless counts has grown too large now xid will normally be in counts invoke add for that xid to update the dynamic information and find out whether to react to this message the rules for deciding whether to react to a message are implemented in countandlimit add xid and are as follows if the timespan has been exceeded since the last message reset both n to and the skipped value to interval because we want fresh outputs reacting to this message see if the message is ok with regards to the interval if we have already skipped interval messages we want to react to this one note that this implies skipped should be initialized to interval so that the very first one will be reacted to assuming we are ok with regards to the interval see if the message is ok with regards to the limit if the limit is if n is below the limit or if n is above the limit by q times the limit we will possibly react to the message if we are ok on both accounts we will react to this message in that case skipped should be reset to zero activity callbacks the messagelogger responds to the following callbacks from the framework in the indicated ways implementation in messagelogger cc postbeginjob module runevent beforevents preeventprocessing run event set up this is preprocessevent in framewk presourceconstruction module name set to name ctor debug only enabled or not according to module label presource module name set to source debug info warning enabled or not based on source premoduleconstruction module name set to name ctor debug only enabled or not according to module label postmoduleconstruction module name set to aftermoduleconstruction premodule module name set to name label debug info warning enabled or not based on label postmodule module name set to postmodule postsource module name set to postsource posteventprocessing nothing done here anymore postendjob put summary info into job rep and trigger summary notice that suppression of warning and info messages is only modified in premodule and presource this is probably an overly restrictive situation for some users also nothing in particular is done to re enable or re suppress these in the wasteland between modules one other area of potential improvement is users might wish to control suppression based on phases which we are not reacting to here or not setting up the enabling variables for example if you wish to enable postmodule debugs you can t except for debug if user input clamors for this control changes can be made message suppression a logged message is said to be suppressed if the result of the issuing of that message does not include anything going onto the message queue to quote the html documentation in www uscms org lpc messagelogger parameters html suppress such suppressed messages will not even be put on the queue of messages to be handled by the message service in consequence items streamed to these messages will not be needed in any way in optimized builds their computation may be eliminated by the compiler unless that computation has other side effects suppressed messages will not appear in any message statistics accounting suppressed messages are not counted toward any limits or reportevery intervals and do not affect any timespans originally only debug level messages were intended to be candidates for suppression however this was expanded to info or warning level messages from configurably particular modules the intent is to provide a way to totally squelch noxiously verbose modules while leaving the verbosity in place in the code for use by experts in that module debug level messages behave differently than info or warning messages in an important way for debug messages the user must provide a list of modules not to be suppressed this is the meaning of the debugmodules parameter for info or warning messages this list is not present all modules not explicitly and individually suppressed are enabled the debugmodules parameter can be the analagous wildcard for info or warning would be moot since they are all non suppressed by default anyway suppression implementation details the suppression decision starts with configuration unlike most configuration of the messagelogger which occurs in messageloggerscribe this has to occur on the user side of the fence it happens in messagelogger cc which checks for parameters debugmodules suppressdebug suppressinfo and suppresswarning from the latter three are formed a map indexed by module name containing the highest suppression level specified for each mentioned module from debugmodules is formed the list and its boss booleans and now as the code sequences from module to module and phase to phase of the framework the debugenabled member of the messagedrop is set to true or false according to or and its boss booleans similarly infoenabled and warningenabled are set according to the details are as follows the relevant callbacks are presourceconstruction module name set to name ctor debug only enabled or not according to module label count desc modulelabel presource module name set to source debug info warning enabled or not based on source premoduleconstruction module name set to name ctor debug only enabled or not according to module label count desc modulelabel premodule module name set to name label debug info warning enabled or not based on label count desc modulelabel it find desc modulelabel if it end messagedrop debugenabled messagedrop debugenabled it second elseveritylevel messagedrop infoenabled it second elseveritylevel messagedrop warningenabled it second elseveritylevel else messagedrop infoenabled true messagedrop warningenabled true so during postsource construction for each module debug is enabled properly info and warning are not affected by module lable till later afterwards until the first premodule in the actual event loop the last module influences debug enabling this is not proper all are properly set in premodule nothing is turned off so infoenabled may be left off for all the post loop phases this is wrong again and currently ap is established as logwarning warningenabled new messagesender elwarning id logprint warningenabled new messagesender elwarning id loginfo infoenabled new messagesender elwarning id logverbatim infoenabled new messagesender elwarning id logerror new messagesender elerror id logproblem new messagesender elerror id logimportant new messagesender elerror id logsystem new messagesender elsevere id logabsolute new messagesender elsevere id when is ap established with a possible ap get is always used except where marked for example operator t const t if ap get ap t return this this prevents any action when the message is to be supressed what happens in the messagesender dtor when ap is null trick question there is no messagesender to destruct when ap is null,../MSRDataset/Oracle/Design Document/13663-cmg-cmssw-FWCore-MessageService-doc-Design_and_maintenance-txt.txt
Design Document,0,gspread documentation master file created by sphinx quickstart on thu dec you can adapt this file completely to your liking but it should at least contain the root toctree directive gspread api reference gspread https github com burnash gspread is a simple google spreadsheets api wrapper spreadsheets http www google com drive apps html module gspread contents local main interface autofunction login autofunction authorize autoclass client members models the models represent common spreadsheet objects class a spreadsheet spreadsheet class a worksheet worksheet and class a cell cell note the classes described below should not be instantiated by end user their instances result from calling other objects methods autoclass spreadsheet members autoclass worksheet members autoclass cell members exceptions autoexception gspreadexception autoexception authenticationerror autoexception spreadsheetnotfound autoexception worksheetnotfound autoexception novalidurlkeyfound autoexception updatecellerror autoexception requesterror internal modules following modules are for internal use only automodule gspread httpsession members httpsession automodule gspread urls members issue https github com burnash gspread issues indices and tables ref genindex ref modindex ref search,../MSRDataset/Oracle/Design Document/30200-gspread-docs-index-rst.txt
Design Document,0,non blocking trace setting introduction before otp when trace settings were changed by erlang all other execution in the vm were halted while the trace operation was carried out in single threaded mode similar to code loading this can impose a severe problem for availability that grows with the number of cores in otp trace breakpoints are set in the code without blocking the vm erlang processes may continue executing undisturbed in parallel during the entire operation the same base technique is used as for code loading a staging area of breakpoints is prepared and then made active with a single atomic operation redesign of breakpoint wheel to make it easier to manage breakpoints without single threaded mode a redesign of the breakpoint mechanism has been made the old breakpoint wheel data structure was a circular double linked list of breakpoints for each instrumented function it was invented before the smp emulator to support it in the smp emulator is was essentially expanded to one breakpoint wheel per scheduler as more breakpoint types have been added the implementation have become messy and hard to understand and maintain in the new design the old wheel was dropped and instead replaced by one struct genericbp to hold the data for all types of breakpoints for each instrumented function a bit flag field is used to indicate what different type of break actions that are enabled same same but different even though use the same technique as the non blocking code loading with replicated generations of data structures and an atomic switch the implementations are quite separate from each other one initial idea was to use the existing mechanism of code loading to do a dummy load operation that would make a copy of the affected modules that copy could then be instrumented with breakpoints before making it reachable with the same atomic switch as done for code loading this approach seems straight forward but has a number of shortcomings one being the large memory footprint when many modules are instrumented another problem is how execution will reach the new instrumented code normally loaded code can only be reached through external functions calls trace settings must be activated instantaneously without the need of external function calls the choosen solution is instead for tracing to use the technique of replication applied on the data structures for breakpoints two generations of breakpoints are kept and indentified by index of and the global atomic variables will determine which generation of breakpoints running code will use atomicy without atomic operations not using the code loading generations or any other code duplication means that must at some point write to the active beam code in order for running processes to reach the staged breakpoints structures this can be done with one single atomic write operation per instrumented function the beam instruction words are however read with normal memory loads and not through the atomic api the only guarantee we need is that the written instruction word is seen as atomic either fully written or not at all this is true for word aligned write operation on all hardware architectures we use adding a new breakpoint this is a simplified sequence describing what goes through when adding a new breakpoint seize exclusive code write permission suspend process until we get it allocate breakpoint structure genericbp including both generations set the active part as disabled with a zeroed flagfield save the original instruction word in the breakpoint write a pointer to the breakpoint at offset from the first instruction header set the staging part of the breakpoint as enabled with specified breakpoint data wait for thread progress write a as the first instruction for the function this instruction will execute the breakpoint that it finds at offset wait for thread progress commit the breadpoint by switching wait for thread progress prepare for next call to by updating the new staging part the old active of the breakpoint to be identic to the the new active part release code write permission and return from the code write permission lock seized in step is the same as used by code loading this will ensure that only one process at a time can stage new trace settings but it will also prevent concurrent code loading and make sure we see a consistent view of the beam code during the entire sequence between step and runninng processes might execute the written instruction they will get the breakpoint structure written in step read and execute the corresponding part of the breakpoint before the switch in step becomes visible they will however execute the disabled part of the breakpoint structure and do nothing other than executing the saved original instruction to updating and remove breakpoints the above sequence did only describe adding a new breakpoint we do basically the same sequence to update the settings of an existing breakpoint except step and can be skipped as it has already been done to remove a breakpoint some more steps are needed the idea is to first stage the breakpoint as disabled do the switch wait for thread progress and then remove the disabled breakpoint by restoring the original beam instruction here is a more complete sequence that contains both adding updating and removing breakpoints seize exclusive code write permission suspend process until we get it allocate new breakpoint structures with a disabled active part and the original beam instruction write a pointer to the breakpoint in header at offset update the staging part of all affected breakpoints disable breakpoints that are to be removed wait for thread progress write a as the first instruction for all functions with new breakpoints wait for thread progress commit all staged breadpoints by switching wait for thread progress restore original beam instruction for disabled breakpoints wait for thread progress prepare for next call to by updating the new staging area the old active for all enabled breakpoints deallocate disabled breakpoint structures release code write permission and return from all that waiting for thread progress there are four rounds of waiting for thread progress in the above sequence in the code loading sequence we sacrificed memory overhead of three generations to avoid a second round of thread progress the latency of should not be such a big problem for however as it is normally not called in a rapid sequence the waiting in step is to make sure all threads will see an updated view of the breakpoint structures once they become reachable through the instruction written in step the waiting in step is to make the activation of the new trace settings as atomic as possible different cores might see the new value of at different times as it is read without any memory barrier but this is the best we can do without more expensive thread synchronization the waiting in step is to make sure we dont t restore the original bream instructions for disabled breakpoints until we know that no thread is still accessing the old enabled part of a disabled breakpoint the waiting in step is to make sure no lingering thread is still accessing disabled breakpoint structures to be deallocated in step global tracing call tracing with global option only affects external function calls this was earlier handled by inserting a special trace instruction in export entries without the use of breakpoints with the new non blocking tracing we want to avoid special handling for global tracing and make use of the staging and atomic switching within the breakpoint mechanism the solution was to create the same type of breakpoint structure for a global call trace the difference to local tracing is that we insert the instruction with its pointer at offset in the export entry rather than in the code future work we still go to single threaded mode when new code is loaded for a module that is traced or when loading code when there is a default trace pattern set that is not impossible to fix but that requires much closer cooperation between tracing bifs and the loader bifs,../MSRDataset/Oracle/Design Document/15549-otp-erts-emulator-internal_doc-Tracing-md.txt
Design Document,0,layout doc title delite popup delite popup delite popup is the main mechanism within delite that enables the creation of pop ups like dropdowns and tooltips it is used by every widget that creates a pop up around another element note that often custom widgets will want to extend delite hasdropdown hasdropdown md rather than using delite popup directly when displaying a pop up there are usually two widgets involved the parent widget which controls opening and closing of the pop up by using delite popup the pop up dropdown widget itself api hereâ s an example that illustrates how a widget might open and close a drop down using delite popup it s the basic pattern followed by delite hasdropdown hasdropdown md the example involves two widgets this the parent widget which controls opening and closing of the pop up dropdown the pop up aka dropdown widget itself js define delite popup function popup wrap the pop up widget and position it offscreen so that it can be measured by the widgetâ s initialization code popup moveoffscreen dropdown make the pop up appear around my node popup open parent this popup dropdown around this domnode orient below centered above centered onexecute function popup close dropdown oncancel function popup close dropdown onclose function as you can see there are three essential calls here popup moveoffscreen popup open and popup close popup moveoffscreen wraps the popup widget in a container appends it to the body then moves it off screen so that size measurements are possible once thatâ s done it opens the pop up by calling popup open finally the onexecute and oncancel callbacks both call popup close passing in the correct pop up widget to close itâ s important to note here that the parent widget is responsible for both opening and closing the pop up this architecture was used so that the parent widget is always aware of whether or not its child pop up is open and so that it can easily perform any necessary clean up or other relevant activity once its pop up has closed open opening a pop up from a parent widget involves calling popup open with a kwargs object that provides information about the pop up and its related parent widget the available properties for this object are parent widget the widget that is displaying the pop up popup widget required the widget to display as a pop up this can be any widget around domnode a dom node that should be used as a reference point for placing the pop up for pop ups that are not meant to be placed around an element use x and y instead x number the absolute horizontal position in pixels at which to place the pop up y number the absolute vertical position in pixels at which to place the pop up orient string when placing a pop up around a dom node it is possible to specify where the pop up should appear around it by providing an array of position strings delite will try each position in order until the pop up appears fully within the viewport possible values are before places drop down to the left of the anchor node widget or to the right in the case of rtl scripts like hebrew and arabic aligns either the top of the drop down with the top of the anchor or the bottom of the drop down with bottom of the anchor after places drop down to the right of the anchor node widget or to the left in the case of rtl scripts like hebrew and arabic aligns either the top of the drop down with the top of the anchor or the bottom of the drop down with bottom of the anchor before centered centers drop down to the left of the anchor node widget or to the right in the case of rtl scripts like hebrew and arabic after centered centers drop down to the right of the anchor node widget or to the left in the case of rtl scripts like hebrew and arabic above centered drop down is centered above anchor node above drop down goes above anchor node left sides aligned above alt drop down goes above anchor node right sides aligned below centered drop down is centered above anchor node below drop down goes below anchor node below alt drop down goes below anchor node right sides aligned if left undefined the default value is below below alt above above alt oncancel function a callback that is executed when the user has tried to cancel the pop up by either hitting esc or by using the pop upâ s cancel mechanism onclose function a callback that is executed when the pop up is actually closed by popup close onexecute function a callback that is executed when a user has â executedâ a function in the pop up like selecting a menu option padding x number y number an object that specifies extra padding that should be given to the area around the pop up when determining its placement while only the popup property is required most pop ups will normally need to also provide oncancel and onexecute callbacks as explained below as well as either an around or x and y properties notes on widgets used as popups any normal widget can be used as a pop up for example a calendar is a normal widget that can be displayed inline in the page but could be used as a pop up by a datetextbox widget in other words thereâ s no popupwidget base class and no need for one popup widget emitted events however there are three important events that the pop up widget can emit to hint to the parent widget that it s ready to be closed execute or change both events single that the dropdown has executed for example the user clicked a menu item or clicked ok on a dialog cancel signals that the user canceled the dropdown it s typically from the cancel button on a dialog delite popup will monitor for these two events and inform the parent widget when either of them is executed hereâ s an example from a pop up widget that triggers onexecute when itâ s been clicked js onitemclick function widget item event evt before calling user defined handler close hierarchy of menus and restore focus to place it was when menu was opened this emit execute user defined handler for click item onclick evt popup widget css popup widgets should display a scroll bar if necessary if their height or width is reduced the height width may be reduced so that the popup fits within the viewport displaying a scroll bar can be handled by setting overflow auto css on the root node using flexbox styling and setting overflow auto on a child node extending delite scrollable scrollable md lifecycle the lifecycle of a pop up widget looks like this parent widget calls popup open to display the pop up passing onexecute and oncancel callbacks for when it needs to close user interacts with the pop up causing this onexecute or this oncancel to be called on the pop up widget delite popup code notices the onexecute oncancel method has been called and informs the parent widget by calling the onexecute function defined in the popup open call parent widget calls popup close which closes the pop up popup close calls the onclose callback defined in the original popup open call if the user clicks a blank section of the screen in order to close the pop up instead of interacting with the widget then the ending steps of the lifecycle are slightly different delite popup code notices the click on the blank area of the screen delite popup code doesnâ t close the pop up widget directly but rather calls the oncancel callback from the original popup open call parent widget calls popup close which closes the pop up stacks pop ups can open other pop ups this ability is leveraged heavily by menus to facilitate this delite popup keeps track of the entire stack of open pop ups in the case when a hierarchy of pop ups all need to be closed at once calling popup close on the top most pop up will close all child pop ups this means that parent widgets do not need to maintain their own stack of pop ups in order to ensure that they can clean up properly after themselves keyboard handling delite popup automatically listens for key presses on the esc key as a way to cancel the highest pop up and return to the parent node which may itself be a pop up when the esc key is pressed the oncancel callback passed in the call to popup open is called delite popup also listens for the tab key and if it sees it the entire stack of pop ups is cancelled in the case of menus where one pop up has opened another and so forth note that in neither of these cases does the delite popup code directly close any pop ups it just calls the oncancel callback defined in the call to popup open that callback then is responsible for calling popup close popupwidget popup dom node positioning popup moveoffscreen should be called on any nodes that will be used as pop ups its main function besides hiding the node is to attach it as a direct child of body the reason this is done is to ensure the node doesnâ t get cut off if it is inside a div with a short height for example given a button inside a tabcontainer the pop up might want to overflow past the bottom of the tabcontainer note that this design decision makes tab key handling particularly difficult and itâ s not handled perfectly if a user hits the tab key while on a sub menu of a menubar or any drop down from a dropdownbutton they probably expect the focus to go to the next element after the menubar dropdownbutton however since the drop down has actually been repositioned as the last element in body just letting the browser handle the tab key won t do what the user expects as a compromise the tab key while focus is on a pop up will re focus on the dropdownbutton menubaritem that spawned the top pop up this is handled by the code that calls popup open in the return handler for oncancel see also delite hasdropdown hasdropdown md,../MSRDataset/Oracle/Design Document/12383-delite-docs-popup-md.txt
